id,nombre,descripcion,categoria,marca,material,precio_original,descuento,precio_final,colores,tallas,disponibilidad,stock_total,disponible,destacado,nuevo,temporada,puntuacion,num_resenas,codigo_barras,fecha_ingreso
FS0062,Camisa Formal Elegant Touch,"Camisa Formal en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Elegant Touch,Lycra,81.5,0,81.5,"['Morado', 'Bordeaux', 'Azul Cielo']","['XL', 'L', 'XS', 'M', 'XXL']","{'Morado': {'XL': 7, 'L': 6, 'XS': 3, 'M': 0, 'XXL': 17}, 'Bordeaux': {'XL': 19, 'L': 3, 'XS': 16, 'M': 0, 'XXL': 18}, 'Azul Cielo': {'XL': 14, 'L': 15, 'XS': 0, 'M': 0, 'XXL': 10}}",128,True,True,False,Invierno,4.4,68,7889917917534,2024-04-27
FS0063,Camiseta Premium Classic Collection,"Camiseta Premium en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Classic Collection,Algodón 100%,61.9,0,61.9,"['Verde', 'Verde Oliva', 'Crema']","['L', 'XS', 'M', 'S', 'XL']","{'Verde': {'L': 0, 'XS': 13, 'M': 0, 'S': 0, 'XL': 0}, 'Verde Oliva': {'L': 20, 'XS': 0, 'M': 15, 'S': 9, 'XL': 1}, 'Crema': {'L': 8, 'XS': 2, 'M': 17, 'S': 2, 'XL': 0}}",87,True,False,True,Verano,4.4,148,7829364963561,2024-04-02
FS0064,Carteras Elegant Touch,"Carteras en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Elegant Touch,Denim,64.5,0,64.5,"['Rojo', 'Azul Cielo', 'Negro']",['Único'],"{'Rojo': {'Único': 9}, 'Azul Cielo': {'Único': 8}, 'Negro': {'Único': 12}}",29,True,True,True,Todo el año,4.4,9,7835167660019,2024-04-27
FS0065,Camisa Casual Urban Wear,"Camisa Casual en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Urban Wear,Seda,135.9,0,135.9,"['Azul Marino', 'Negro', 'Gris', 'Blanco']","['XL', 'S', 'XS']","{'Azul Marino': {'XL': 0, 'S': 19, 'XS': 15}, 'Negro': {'XL': 10, 'S': 9, 'XS': 19}, 'Gris': {'XL': 2, 'S': 15, 'XS': 0}, 'Blanco': {'XL': 6, 'S': 5, 'XS': 5}}",105,True,False,False,Todo el año,4.9,147,7864884604883,2024-01-15
FS0066,Accesorios Premium Line,"Accesorios en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Accesorios,Premium Line,Lana,47.9,0,47.9,['Bordeaux'],['Único'],{'Bordeaux': {'Único': 0}},0,False,False,False,Otoño,3.6,111,7899439068796,2024-03-12
FS0067,Cinturones Fashion Store,"Cinturones en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Fashion Store,Spandex,71.5,0,71.5,"['Naranja', 'Azul']",['Único'],"{'Naranja': {'Único': 16}, 'Azul': {'Único': 17}}",33,True,False,False,Primavera,5.0,143,7810629094990,2024-09-03
FS0068,Zapatillas Running Casual Comfort,"Zapatillas Running en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Casual Comfort,Spandex,268.9,0,268.9,"['Rosa Pastel', 'Azul Marino', 'Negro', 'Verde Oliva']","['38', '36', '42', '45', '35', '43', '37', '39']","{'Rosa Pastel': {'38': 1, '36': 10, '42': 18, '45': 19, '35': 15, '43': 16, '37': 4, '39': 9}, 'Azul Marino': {'38': 3, '36': 15, '42': 6, '45': 0, '35': 12, '43': 10, '37': 17, '39': 11}, 'Negro': {'38': 3, '36': 0, '42': 19, '45': 15, '35': 10, '43': 17, '37': 15, '39': 4}, 'Verde Oliva': {'38': 10, '36': 9, '42': 14, '45': 8, '35': 20, '43': 0, '37': 6, '39': 13}}",329,True,False,False,Invierno,4.7,98,7827435446827,2024-04-17
FS0069,Polo Clásico Elegant Touch,"Polo Clásico en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Elegant Touch,Lana,81.9,33,54.87,['Verde Oliva'],"['S', 'L', 'XXL']","{'Verde Oliva': {'S': 9, 'L': 3, 'XXL': 9}}",21,True,False,False,Todo el año,4.1,84,7884549368192,2024-12-16
FS0070,Blusas Sport Active,"Blusas en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Blusas,Sport Active,Lana,70.9,0,70.9,['Rosa Pastel'],"['M', 'XS', 'XXL']","{'Rosa Pastel': {'M': 10, 'XS': 20, 'XXL': 16}}",46,True,False,True,Invierno,4.4,145,7892505258264,2024-10-23
FS0071,Vestido Elegante Urban Wear,"Vestido Elegante en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Urban Wear,Lino,157.9,0,157.9,"['Rosa Pastel', 'Amarillo', 'Rojo', 'Azul Cielo']","['XS', 'M', 'S']","{'Rosa Pastel': {'XS': 0, 'M': 12, 'S': 11}, 'Amarillo': {'XS': 3, 'M': 4, 'S': 4}, 'Rojo': {'XS': 11, 'M': 15, 'S': 0}, 'Azul Cielo': {'XS': 12, 'M': 12, 'S': 10}}",94,True,True,False,Primavera,3.7,22,7840177686523,2024-02-26
FS0072,Hoodies Modern Style,"Hoodies en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Modern Style,Lycra,32.9,0,32.9,"['Verde Oliva', 'Azul Marino']","['XL', 'L', 'XS']","{'Verde Oliva': {'XL': 3, 'L': 0, 'XS': 8}, 'Azul Marino': {'XL': 15, 'L': 0, 'XS': 1}}",27,True,True,False,Verano,3.5,74,7821426118359,2024-02-18
FS0073,Camisa Oxford Modern Style,"Camisa Oxford en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Modern Style,Spandex,71.5,23,55.05,"['Marrón', 'Morado', 'Blanco']","['S', 'XXL', 'M', 'XS']","{'Marrón': {'S': 20, 'XXL': 14, 'M': 17, 'XS': 12}, 'Morado': {'S': 7, 'XXL': 20, 'M': 17, 'XS': 6}, 'Blanco': {'S': 8, 'XXL': 10, 'M': 16, 'XS': 13}}",160,True,False,False,Todo el año,4.5,81,7872103007811,2024-02-04
FS0074,Camiseta Estampada Modern Style,"Camiseta Estampada en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Modern Style,Algodón-Poliéster,63.5,0,63.5,['Rosa'],"['S', 'M', 'L']","{'Rosa': {'S': 17, 'M': 4, 'L': 5}}",26,True,False,True,Todo el año,3.9,108,7890580889142,2024-06-06
FS0075,Carteras Elegant Touch,"Carteras en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Elegant Touch,Spandex,67.9,0,67.9,"['Rojo', 'Morado']",['Único'],"{'Rojo': {'Único': 18}, 'Morado': {'Único': 14}}",32,True,False,True,Otoño,4.4,22,7822460503016,2024-05-11
FS0076,Gorros Classic Collection,"Gorros en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Classic Collection,Lycra,39.9,0,39.9,"['Verde Oliva', 'Azul Cielo', 'Marrón']",['Único'],"{'Verde Oliva': {'Único': 2}, 'Azul Cielo': {'Único': 19}, 'Marrón': {'Único': 7}}",28,True,False,False,Invierno,4.9,106,7872520969013,2024-09-14
FS0077,Suéteres Urban Wear,"Suéteres en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Urban Wear,Denim,49.5,12,43.56,"['Beige', 'Rosa Pastel', 'Marrón', 'Verde Oliva']","['XL', 'XS', 'L']","{'Beige': {'XL': 17, 'XS': 15, 'L': 19}, 'Rosa Pastel': {'XL': 2, 'XS': 17, 'L': 0}, 'Marrón': {'XL': 0, 'XS': 12, 'L': 5}, 'Verde Oliva': {'XL': 20, 'XS': 10, 'L': 14}}",131,True,False,True,Otoño,4.7,8,7879174667288,2024-03-06
FS0078,Bolso Bandolera Classic Collection,"Bolso Bandolera en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Bolsos,Classic Collection,Lino,87.5,0,87.5,['Verde Oliva'],['Único'],{'Verde Oliva': {'Único': 4}},4,True,False,False,Verano,4.1,15,7846213435719,2024-12-10
FS0079,Zapatillas Casual Premium Line,"Zapatillas Casual en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Premium Line,Algodón-Poliéster,102.5,28,73.8,"['Marrón', 'Blanco']","['35', '37', '40', '42', '41', '44']","{'Marrón': {'35': 17, '37': 17, '40': 5, '42': 12, '41': 1, '44': 16}, 'Blanco': {'35': 2, '37': 0, '40': 20, '42': 18, '41': 1, '44': 14}}",123,True,False,True,Otoño,4.8,125,7898266024605,2024-04-05
FS0080,Hoodies Sport Active,"Hoodies en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Sport Active,Spandex,83.5,44,46.76,['Gris Oscuro'],"['XXL', 'S', 'L', 'M', 'XL']","{'Gris Oscuro': {'XXL': 11, 'S': 17, 'L': 2, 'M': 5, 'XL': 7}}",42,True,True,False,Todo el año,4.5,100,7872082899167,2024-05-18
FS0081,Bufandas Fashion Store,"Bufandas en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Fashion Store,Poliéster,38.5,0,38.5,"['Gris Oscuro', 'Morado', 'Verde']",['Único'],"{'Gris Oscuro': {'Único': 17}, 'Morado': {'Único': 6}, 'Verde': {'Único': 14}}",37,True,True,False,Verano,4.7,143,7848847719455,2024-05-04
FS0082,Suéteres Urban Wear,"Suéteres en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Urban Wear,Viscosa,76.9,47,40.76,"['Bordeaux', 'Gris', 'Azul Cielo']","['S', 'L', 'XXL', 'XL', 'M']","{'Bordeaux': {'S': 13, 'L': 13, 'XXL': 1, 'XL': 11, 'M': 20}, 'Gris': {'S': 11, 'L': 17, 'XXL': 13, 'XL': 2, 'M': 0}, 'Azul Cielo': {'S': 13, 'L': 18, 'XXL': 16, 'XL': 4, 'M': 16}}",168,True,False,False,Primavera,4.5,20,7868764261923,2024-02-05
FS0083,Polo Elegante Premium Line,"Polo Elegante en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Premium Line,Ante,49.5,0,49.5,"['Azul Marino', 'Rosa', 'Negro']","['XS', 'M', 'S']","{'Azul Marino': {'XS': 2, 'M': 0, 'S': 5}, 'Rosa': {'XS': 10, 'M': 0, 'S': 19}, 'Negro': {'XS': 7, 'M': 9, 'S': 5}}",57,True,False,False,Todo el año,4.4,16,7882559628470,2024-12-15
FS0084,Suéteres Modern Style,"Suéteres en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Modern Style,Seda,59.5,40,35.7,['Azul'],"['XS', 'XXL', 'L', 'S']","{'Azul': {'XS': 0, 'XXL': 4, 'L': 17, 'S': 15}}",36,True,False,False,Invierno,4.8,100,7895568700327,2024-11-15
FS0085,Pantalón Deportivo Premium Line,"Pantalón Deportivo en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Premium Line,Cuero,155.5,21,122.84,"['Verde Oliva', 'Verde', 'Naranja', 'Bordeaux']","['32', '30', '28', '40', '34', '36']","{'Verde Oliva': {'32': 6, '30': 13, '28': 9, '40': 3, '34': 6, '36': 19}, 'Verde': {'32': 9, '30': 7, '28': 14, '40': 10, '34': 19, '36': 5}, 'Naranja': {'32': 12, '30': 12, '28': 17, '40': 4, '34': 6, '36': 0}, 'Bordeaux': {'32': 0, '30': 18, '28': 2, '40': 19, '34': 0, '36': 0}}",210,True,True,False,Verano,4.2,48,7892359722734,2024-08-19
FS0086,Sacos Urban Wear,"Sacos en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Urban Wear,Ante,178.9,0,178.9,['Verde Oliva'],"['XL', 'M', 'L', 'S']","{'Verde Oliva': {'XL': 0, 'M': 12, 'L': 19, 'S': 0}}",31,True,False,False,Todo el año,4.8,4,7857973417293,2024-04-19
FS0087,Camiseta Deportiva Modern Style,"Camiseta Deportiva en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Modern Style,Spandex,56.9,0,56.9,['Azul'],"['XL', 'XXL', 'M', 'XS', 'L']","{'Azul': {'XL': 9, 'XXL': 19, 'M': 15, 'XS': 13, 'L': 13}}",69,True,False,False,Invierno,3.7,52,7824901491368,2024-04-16
FS0088,Cinturones Urban Wear,"Cinturones en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Urban Wear,Seda,90.5,0,90.5,"['Negro', 'Rojo']",['Único'],"{'Negro': {'Único': 5}, 'Rojo': {'Único': 10}}",15,True,False,False,Invierno,3.8,22,7887566588128,2024-08-15
FS0089,Sandalias Fashion Store,"Sandalias en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Fashion Store,Seda,84.9,0,84.9,"['Amarillo', 'Blanco', 'Azul Marino', 'Morado']","['41', '36', '37', '43', '40', '39', '38', '44']","{'Amarillo': {'41': 3, '36': 18, '37': 1, '43': 9, '40': 0, '39': 12, '38': 5, '44': 13}, 'Blanco': {'41': 2, '36': 11, '37': 0, '43': 0, '40': 10, '39': 2, '38': 0, '44': 14}, 'Azul Marino': {'41': 5, '36': 5, '37': 0, '43': 18, '40': 13, '39': 11, '38': 0, '44': 12}, 'Morado': {'41': 0, '36': 1, '37': 0, '43': 4, '40': 9, '39': 11, '38': 6, '44': 7}}",202,True,False,False,Primavera,3.6,38,7873419329411,2024-12-09
FS0090,Jeans Slim Sport Active,"Jeans Slim en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Sport Active,Algodón-Poliéster,133.9,0,133.9,"['Rosa Pastel', 'Verde Oliva', 'Naranja', 'Beige']","['36', '30', '32', '40']","{'Rosa Pastel': {'36': 20, '30': 0, '32': 0, '40': 12}, 'Verde Oliva': {'36': 19, '30': 6, '32': 1, '40': 4}, 'Naranja': {'36': 2, '30': 0, '32': 16, '40': 14}, 'Beige': {'36': 15, '30': 9, '32': 13, '40': 3}}",134,True,True,False,Primavera,4.4,125,7839164887443,2024-07-28
FS0091,Hoodies Premium Line,"Hoodies en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Premium Line,Ante,56.9,0,56.9,"['Gris Oscuro', 'Marrón', 'Crema']","['XL', 'XXL', 'M']","{'Gris Oscuro': {'XL': 2, 'XXL': 11, 'M': 7}, 'Marrón': {'XL': 9, 'XXL': 2, 'M': 16}, 'Crema': {'XL': 0, 'XXL': 0, 'M': 0}}",47,True,False,False,Primavera,3.5,77,7844888295813,2024-04-27
FS0092,Polo Piqué Sport Active,"Polo Piqué en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Sport Active,Lino,76.9,0,76.9,"['Rojo', 'Gris', 'Rosa Pastel']","['S', 'M', 'XXL', 'L']","{'Rojo': {'S': 8, 'M': 19, 'XXL': 7, 'L': 17}, 'Gris': {'S': 9, 'M': 8, 'XXL': 1, 'L': 14}, 'Rosa Pastel': {'S': 7, 'M': 4, 'XXL': 8, 'L': 11}}",113,True,False,True,Primavera,3.7,83,7872905912506,2024-08-22
FS0093,Carteras Modern Style,"Carteras en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Modern Style,Algodón 100%,97.5,49,49.73,"['Blanco', 'Crema', 'Azul Cielo', 'Beige']",['Único'],"{'Blanco': {'Único': 18}, 'Crema': {'Único': 3}, 'Azul Cielo': {'Único': 16}, 'Beige': {'Único': 17}}",54,True,False,False,Otoño,4.3,124,7824437331378,2024-11-25
FS0094,Vestido Verano Elegant Touch,"Vestido Verano en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Elegant Touch,Poliéster,151.9,0,151.9,"['Morado', 'Gris Oscuro']","['XXL', 'M', 'XS', 'XL', 'S']","{'Morado': {'XXL': 12, 'M': 5, 'XS': 9, 'XL': 15, 'S': 16}, 'Gris Oscuro': {'XXL': 14, 'M': 16, 'XS': 14, 'XL': 18, 'S': 18}}",137,True,False,False,Primavera,3.7,8,7835219608975,2024-07-01
FS0095,Accesorios Casual Comfort,"Accesorios en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Accesorios,Casual Comfort,Seda,79.9,34,52.73,"['Azul Cielo', 'Marrón', 'Morado']",['Único'],"{'Azul Cielo': {'Único': 15}, 'Marrón': {'Único': 11}, 'Morado': {'Único': 1}}",27,True,False,True,Todo el año,4.5,84,7845742684451,2024-01-24
FS0096,Jeans Skinny Urban Wear,"Jeans Skinny en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Urban Wear,Lycra,119.5,21,94.41,"['Blanco', 'Gris', 'Amarillo']","['38', '36', '42', '30', '34', '32']","{'Blanco': {'38': 10, '36': 13, '42': 5, '30': 9, '34': 5, '32': 8}, 'Gris': {'38': 6, '36': 0, '42': 0, '30': 2, '34': 0, '32': 8}, 'Amarillo': {'38': 8, '36': 0, '42': 16, '30': 9, '34': 14, '32': 0}}",113,True,True,False,Otoño,4.6,28,7838920185581,2024-02-28
FS0097,Sacos Modern Style,"Sacos en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Modern Style,Spandex,151.5,0,151.5,"['Beige', 'Negro']","['XS', 'XL', 'XXL', 'M']","{'Beige': {'XS': 0, 'XL': 6, 'XXL': 4, 'M': 14}, 'Negro': {'XS': 9, 'XL': 0, 'XXL': 0, 'M': 3}}",36,True,False,False,Todo el año,4.0,44,7831306152990,2024-09-17
FS0098,Camiseta Premium Fashion Store,"Camiseta Premium en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Fashion Store,Algodón 100%,55.9,0,55.9,"['Rojo', 'Azul Marino', 'Verde Oliva']","['L', 'S', 'XXL', 'XS', 'M']","{'Rojo': {'L': 0, 'S': 0, 'XXL': 1, 'XS': 0, 'M': 15}, 'Azul Marino': {'L': 14, 'S': 2, 'XXL': 17, 'XS': 16, 'M': 1}, 'Verde Oliva': {'L': 13, 'S': 15, 'XXL': 10, 'XS': 0, 'M': 20}}",124,True,False,True,Verano,3.8,21,7893303147426,2024-12-14
FS0099,Cinturones Elegant Touch,"Cinturones en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Elegant Touch,Viscosa,99.9,0,99.9,"['Rosa Pastel', 'Rosa']",['Único'],"{'Rosa Pastel': {'Único': 15}, 'Rosa': {'Único': 4}}",19,True,True,False,Otoño,3.8,125,7857932331786,2024-04-20
FS0100,Shorts Urban Wear,"Shorts en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Shorts,Urban Wear,Algodón 100%,32.9,0,32.9,['Rojo'],"['32', '42', '38', '34', '28']","{'Rojo': {'32': 11, '42': 2, '38': 9, '34': 3, '28': 20}}",45,True,True,True,Otoño,3.6,81,7884500200614,2024-12-10
FS0101,Polo Clásico Classic Collection,"Polo Clásico en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Classic Collection,Ante,49.5,0,49.5,"['Beige', 'Verde', 'Blanco']","['M', 'XS', 'S', 'XL', 'L']","{'Beige': {'M': 2, 'XS': 16, 'S': 0, 'XL': 6, 'L': 14}, 'Verde': {'M': 15, 'XS': 10, 'S': 19, 'XL': 7, 'L': 8}, 'Blanco': {'M': 6, 'XS': 4, 'S': 2, 'XL': 0, 'L': 11}}",120,True,False,False,Invierno,3.9,16,7871603867357,2024-04-22
FS0102,Polo Sport Fashion Store,"Polo Sport en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Fashion Store,Ante,38.9,0,38.9,"['Naranja', 'Gris Oscuro', 'Bordeaux']","['XXL', 'XL', 'L', 'S', 'M']","{'Naranja': {'XXL': 7, 'XL': 13, 'L': 0, 'S': 18, 'M': 0}, 'Gris Oscuro': {'XXL': 3, 'XL': 8, 'L': 0, 'S': 0, 'M': 7}, 'Bordeaux': {'XXL': 19, 'XL': 11, 'L': 12, 'S': 0, 'M': 10}}",108,True,False,False,Otoño,5.0,53,7856081073236,2024-08-27
FS0103,Suéteres Modern Style,"Suéteres en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Modern Style,Seda,67.9,0,67.9,"['Morado', 'Crema', 'Verde Oliva', 'Gris Oscuro']","['L', 'XL', 'XS']","{'Morado': {'L': 13, 'XL': 17, 'XS': 1}, 'Crema': {'L': 16, 'XL': 11, 'XS': 0}, 'Verde Oliva': {'L': 17, 'XL': 17, 'XS': 6}, 'Gris Oscuro': {'L': 8, 'XL': 16, 'XS': 8}}",130,True,False,False,Todo el año,3.7,117,7814619201685,2024-07-17
FS0104,Jeans Regular Classic Collection,"Jeans Regular en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Classic Collection,Viscosa,115.5,0,115.5,['Azul Cielo'],"['32', '28', '34']","{'Azul Cielo': {'32': 11, '28': 20, '34': 19}}",50,True,False,True,Primavera,4.1,99,7825398495267,2024-02-02
FS0105,Polo Elegante Sport Active,"Polo Elegante en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Sport Active,Poliéster,64.5,0,64.5,['Bordeaux'],"['XL', 'M', 'XXL']","{'Bordeaux': {'XL': 11, 'M': 8, 'XXL': 0}}",19,True,True,False,Verano,4.0,129,7860226334537,2024-05-25
FS0106,Camiseta Basic Modern Style,"Camiseta Basic en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Modern Style,Ante,63.9,0,63.9,"['Rosa Pastel', 'Bordeaux', 'Blanco', 'Marrón']","['L', 'S', 'XL']","{'Rosa Pastel': {'L': 0, 'S': 13, 'XL': 16}, 'Bordeaux': {'L': 14, 'S': 12, 'XL': 20}, 'Blanco': {'L': 14, 'S': 1, 'XL': 3}, 'Marrón': {'L': 12, 'S': 18, 'XL': 0}}",123,True,False,False,Invierno,4.1,123,7862785518907,2024-02-05
FS0107,Camiseta Basic Elegant Touch,"Camiseta Basic en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Elegant Touch,Lana,77.9,15,66.22,"['Naranja', 'Gris Oscuro', 'Verde']","['S', 'XXL', 'XL']","{'Naranja': {'S': 9, 'XXL': 3, 'XL': 8}, 'Gris Oscuro': {'S': 15, 'XXL': 6, 'XL': 11}, 'Verde': {'S': 18, 'XXL': 17, 'XL': 12}}",99,True,False,False,Primavera,5.0,7,7889042930205,2024-10-07
FS0108,Polo Elegante Sport Active,"Polo Elegante en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Sport Active,Lino,62.9,0,62.9,"['Azul Marino', 'Beige', 'Crema', 'Amarillo']","['XS', 'L', 'XL', 'S', 'XXL']","{'Azul Marino': {'XS': 19, 'L': 3, 'XL': 14, 'S': 9, 'XXL': 0}, 'Beige': {'XS': 4, 'L': 1, 'XL': 13, 'S': 1, 'XXL': 0}, 'Crema': {'XS': 15, 'L': 16, 'XL': 8, 'S': 19, 'XXL': 6}, 'Amarillo': {'XS': 14, 'L': 20, 'XL': 13, 'S': 18, 'XXL': 4}}",197,True,False,True,Otoño,3.6,45,7887199078374,2024-03-01
FS0109,Vestido Verano Fashion Store,"Vestido Verano en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Fashion Store,Spandex,165.5,11,147.3,"['Rosa Pastel', 'Marrón', 'Gris Oscuro']","['M', 'L', 'S']","{'Rosa Pastel': {'M': 15, 'L': 6, 'S': 0}, 'Marrón': {'M': 6, 'L': 9, 'S': 14}, 'Gris Oscuro': {'M': 1, 'L': 11, 'S': 13}}",75,True,True,False,Verano,5.0,5,7819429394749,2024-07-07
FS0110,Gorros Elegant Touch,"Gorros en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Elegant Touch,Algodón-Poliéster,47.9,32,32.57,"['Naranja', 'Crema', 'Azul Cielo']",['Único'],"{'Naranja': {'Único': 1}, 'Crema': {'Único': 0}, 'Azul Cielo': {'Único': 0}}",1,True,False,False,Primavera,4.5,16,7862373522420,2024-12-25
FS0111,Botas Modern Style,"Botas en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Modern Style,Ante,64.5,38,39.99,"['Naranja', 'Morado', 'Gris Oscuro']","['36', '43', '40', '44', '41']","{'Naranja': {'36': 20, '43': 15, '40': 17, '44': 0, '41': 6}, 'Morado': {'36': 17, '43': 10, '40': 8, '44': 4, '41': 4}, 'Gris Oscuro': {'36': 9, '43': 1, '40': 9, '44': 15, '41': 0}}",135,True,False,False,Invierno,3.8,7,7890666611610,2024-11-27
FS0112,Camisa Formal Modern Style,"Camisa Formal en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Modern Style,Ante,83.9,0,83.9,"['Gris', 'Rojo', 'Rosa Pastel']","['M', 'S', 'XL', 'XXL', 'XS']","{'Gris': {'M': 0, 'S': 16, 'XL': 12, 'XXL': 0, 'XS': 0}, 'Rojo': {'M': 14, 'S': 8, 'XL': 0, 'XXL': 0, 'XS': 8}, 'Rosa Pastel': {'M': 18, 'S': 15, 'XL': 4, 'XXL': 1, 'XS': 2}}",98,True,False,False,Verano,4.0,30,7840796759900,2024-03-05
FS0113,Bolso Tote Sport Active,"Bolso Tote en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Bolsos,Sport Active,Seda,185.5,0,185.5,"['Azul Cielo', 'Marrón', 'Morado', 'Azul']",['Único'],"{'Azul Cielo': {'Único': 0}, 'Marrón': {'Único': 7}, 'Morado': {'Único': 0}, 'Azul': {'Único': 16}}",23,True,True,False,Primavera,4.9,69,7829392306575,2024-10-12
FS0114,Faldas Fashion Store,"Faldas en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Faldas,Fashion Store,Denim,73.9,14,63.55,"['Azul Cielo', 'Gris', 'Marrón']","['S', 'L', 'XXL', 'XL']","{'Azul Cielo': {'S': 12, 'L': 4, 'XXL': 0, 'XL': 6}, 'Gris': {'S': 15, 'L': 5, 'XXL': 1, 'XL': 15}, 'Marrón': {'S': 0, 'L': 17, 'XXL': 7, 'XL': 19}}",101,True,False,False,Verano,4.2,45,7866163138104,2024-11-18
FS0115,Pantalón Formal Sport Active,"Pantalón Formal en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Sport Active,Denim,94.9,0,94.9,"['Verde Oliva', 'Marrón', 'Verde']","['30', '38', '40', '34', '28']","{'Verde Oliva': {'30': 1, '38': 12, '40': 0, '34': 14, '28': 0}, 'Marrón': {'30': 0, '38': 8, '40': 10, '34': 13, '28': 0}, 'Verde': {'30': 11, '38': 10, '40': 9, '34': 4, '28': 3}}",95,True,False,False,Verano,4.9,79,7847173630407,2024-01-18
FS0116,Shorts Premium Line,"Shorts en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Shorts,Premium Line,Algodón-Poliéster,56.5,0,56.5,"['Gris Oscuro', 'Rojo']","['32', '30', '34', '42']","{'Gris Oscuro': {'32': 0, '30': 17, '34': 3, '42': 4}, 'Rojo': {'32': 0, '30': 0, '34': 18, '42': 20}}",62,True,False,False,Verano,4.3,143,7836192397523,2024-01-16
FS0117,Chaquetas Sport Active,"Chaquetas en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Chaquetas,Sport Active,Viscosa,32.9,0,32.9,['Marrón'],"['XXL', 'S', 'M', 'XS']","{'Marrón': {'XXL': 3, 'S': 4, 'M': 19, 'XS': 15}}",41,True,False,False,Verano,4.7,11,7820695809334,2024-09-06
